run_name,agent,model,task,trial,backend,prompt_tokens,completion_tokens,cached_tokens,predicted_n,predicted_ms,prompt_n,prompt_ms,gen_tok_s,prompt_tok_s,finish_reason,dur_ms,content_len
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,31108,686,,686,31334.157,317,2101.791,21.89304151377042,150.82374984001737,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,27000,36,,36,1505.432,748,4297.638,23.9134016016665,174.04909394416188,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,15888,36,,36,1229.805,398,1582.673,29.272933513849754,251.4732986536069,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,8602,344,,344,10185.045,31,109.173,33.7750103215057,283.95299204015646,stop,,1625
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,28847,36,,36,1549.112,810,5078.585,23.239120218551015,159.4932446734671,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,27352,686,,686,29564.057,317,1892.721,23.203851893534097,167.48374430251476,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,16240,605,,605,21373.401,317,1239.602,28.30621107047961,255.72724148557356,stop,,2648
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,14575,36,,36,1201.61,376,1285.688,29.959803929727617,292.45042343087897,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,19047,686,,686,25524.26,317,1398.589,26.876391323391946,226.65700931438758,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,22183,686,,686,27039.208,317,1510.269,25.370565587571942,209.89638269738703,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,11264,36,,36,1116.817,289,934.709,32.23446634497863,309.187137387144,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,20584,686,,686,26251.066,317,1425.186,26.132272114206717,222.42710775996957,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,10367,36,,36,1098.726,270,840.576,32.76522081028391,321.2083142987666,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,7969,35,,35,971.432,63,185.263,36.02928460252493,340.057108003217,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,9829,269,,269,8176.706,164,522.881,32.89833338755239,313.64689097519323,stop,,1201
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,21831,36,,36,1370.908,562,2719.221,26.259967846128262,206.67683869755345,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,32727,36,,36,1613.842,934,7879.9,22.307016424160484,118.52942296222034,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,23492,36,,36,1409.817,624,3161.138,25.53522904036481,197.3972664274701,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,18695,36,,36,1297.029,438,1959.015,27.755740234027147,223.5817489912022,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,9630,36,,36,1075.901,209,583.761,33.46032766955324,358.02323211040135,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,8127,34,,34,946.088,124,329.558,35.937460363095184,376.26153818144303,stop,,123
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,12241,36,,36,1145.671,310,947.224,31.422633548374705,327.27211303767643,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,10627,349,,349,10892.584,225,646.624,32.040147682129415,347.961102588212,stop,,1544
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,13342,36,,36,1177.771,351,1170.566,30.566213635757716,299.8549419682444,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,8453,35,,35,994.913,293,739.884,35.17895534584431,396.00802287926217,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,25215,36,,36,1461.936,686,3940.755,24.62488097974193,174.07831747977227,stop,,133
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,8977,35,,35,1034.426,32,111.757,33.83518975741136,286.33553155507036,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,9098,35,,35,1005.992,87,284.705,34.791529157289524,305.5794594404735,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,9282,140,,140,4217.191,66,232.167,33.19745299655624,284.27812738244455,stop,,625
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,headless-terminal,headless-terminal__Xi6vniT,local,25567,686,,686,28643.347,317,1711.239,23.94971509439871,185.2458949334371,stop,,2993
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8930,34,,34,965.636,95,310.596,35.209954889834265,305.86356553207384,stop,,122
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12556,297,,297,9713.721,88,353.039,30.57530682629242,249.26424559326307,stop,,1156
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,7913,36,,36,1003.992,31,104.873,35.856859417206515,295.59562518474723,stop,,122
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,11021,48,,48,1454.276,127,437.058,33.00611438268939,290.5792823835738,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,13735,65,,65,2153.034,63,266.774,30.189955198106485,236.15494763357748,stop,,257
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9345,47,,47,1360.133,95,302.677,34.55544421023532,313.86593629512646,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12062,347,,347,10995.972,35,209.2,31.55701014880722,167.3040152963671,stop,,1277
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,10207,37,,37,1089.878,161,550.299,33.948753897225195,292.5682220029475,stop,,137
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8684,35,,35,996.831,34,165.652,35.111267607046734,205.24955931712267,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,13019,297,,297,9763.281,88,373.639,30.42010160313935,235.52145252503084,stop,,1156
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9649,48,,48,1411.091,127,387.76,34.01623282977498,327.52217866721685,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9058,37,,37,1064.163,95,301.77,34.769109619484986,314.8092918447825,stop,,132
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9189,62,,62,1801.937,95,307.217,34.40741823937241,309.22767945784256,stop,,219
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,11481,48,,48,1463.205,74,281.584,32.80469927317088,262.7990226717427,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9857,37,,37,1076.57,161,521.828,34.36841078610773,308.5307802570962,stop,,136
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,11371,37,,37,1118.483,106,361.723,33.08052066951398,293.04191328723914,stop,,137
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12011,17,,17,503.256,483,1688.031,33.78002448058245,286.13218596103985,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8173,34,,34,954.623,121,313.635,35.61615423051822,385.7987788352703,stop,,123
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8567,84,,84,2410.841,31,109.637,34.84261301346709,282.75126097941387,stop,,318
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9999,48,,48,1408.311,106,309.891,34.083380730534664,342.0557550880793,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8802,34,,34,965.848,84,268.163,35.2022264372862,313.2423190373019,stop,,114
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,10858,37,,37,1111.906,494,1414.758,33.27619421066169,349.17632556239295,stop,,124
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12915,17,,17,531.165,63,255.525,32.0051208193311,246.55121808042264,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,9486,37,,37,1077.118,95,321.64,34.35092533965638,295.3612734734486,stop,,124
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8421,35,,35,990.019,215,543.962,35.35285686436321,395.2481974843831,stop,,129
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12452,17,,17,526.048,339,1033.481,32.316442605997935,328.01764134996193,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,12093,345,,345,11126.123,34,212.908,31.008105878390882,159.6933886937081,stop,,1366
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,11229,37,,37,1116.965,161,554.57,33.12547841696025,290.3150188434282,stop,,136
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,10317,48,,48,1431.766,74,249.413,33.525031324951144,296.6966437194533,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,8011,42,,42,1175.267,63,188.638,35.736560288002636,333.9730064992207,stop,,162
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,pypi-server,pypi-server__pCPyeQh,local,13378,295,,295,9842.948,63,252.404,29.97069577122626,249.59984786294987,stop,,1142
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13758,17,,17,524.05,133,568.891,32.43965270489457,233.7881949266204,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,8080,31,,31,886.59,31,108.091,34.9654293416348,286.79538536973473,stop,,109
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12836,51,,51,1644.342,160,600.917,31.015445691954593,266.25973304133515,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,7965,63,,63,1826.95,7965,13262.554,34.48370234543912,600.5630589703914,stop,,280
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,10936,38,,38,1172.931,35,196.896,32.39747265610679,177.75881683731512,stop,,131
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,14171,33,,33,1088.417,68,308.761,30.319261827038723,220.23506854816506,stop,,167
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,8190,33,,33,928.221,80,238.917,35.551878270368796,334.8443183197512,stop,,119
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12209,17,,17,511.47,133,541.446,33.23753103798854,245.6385308968946,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13207,51,,51,1615.771,136,577.512,31.563878792229836,235.4929421379989,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,14087,17,,17,545.242,60,259.193,31.178816011972668,231.48773307921124,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12260,221,,221,7096.502,35,211.072,31.142103532134563,165.82019405700424,stop,,786
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13392,51,,51,1636.812,135,565.261,31.158129339227724,238.8277273684192,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12589,88,,88,2856.892,68,275.483,30.802704477453126,246.8391878990718,stop,,394
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,8916,33,,33,935.586,279,782.076,35.27201133834838,356.7428229481534,stop,,119
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12025,52,,52,1622.454,132,517.04,32.05021529115771,255.2993965650627,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,8605,33,,33,932.707,202,574.825,35.38088595882737,351.4112990910277,stop,,121
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,11472,51,,51,1557.003,135,539.941,32.7552355390452,250.02731779953734,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,8371,33,,33,935.167,149,452.808,35.28781490364822,329.0577904984011,stop,,119
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13021,51,,51,1613.286,135,549.794,31.6124977220406,245.54651378516317,stop,,168
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,10698,32,,32,973.537,275,870.89,32.869834428480885,315.76892604117626,stop,,113
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,12505,17,,17,528.34,225,734.506,32.17625014195404,306.32833496254625,stop,,60
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,10390,34,,34,1035.183,1442,3883.974,32.844434269109904,371.2692206487479,stop,,122
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,11067,72,,72,2197.324,94,339.021,32.767129472030526,277.2689597399571,stop,,314
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,11843,51,,51,1569.737,136,532.085,32.48951894489331,255.59825967655541,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,11657,51,,51,1569.269,135,536.406,32.499208230074004,251.67503719197776,stop,,168
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,10820,82,,82,2567.224,31,124.225,31.941116162828017,249.54719259408333,stop,,310
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13842,186,,186,6140.668,68,285.989,30.28986422975481,237.77138281542298,stop,,614
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,11287,51,,51,1592.448,149,531.038,32.026163491680734,280.5825571804654,stop,,166
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,winning-avg-corewars,winning-avg-corewars__SV9z5Yn,local,13574,52,,52,1671.112,132,571.443,31.117004724997482,230.99416739727323,stop,,169
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,26643,61,,61,2505.349,590,3610.124,24.347905221987038,163.42928940944964,stop,,228
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,17029,66,,66,2271.68,49,285.293,29.053387801098747,171.7532501673718,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,9189,67,,67,2774.153,49,235.657,24.15151579599251,207.92932100468053,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,31987,66,,66,2959.289,49,460.165,22.302654455174874,106.48354394619321,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,18333,61,,61,2152.423,590,2638.32,28.340154328401063,223.62715667546013,stop,,228
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,21893,74,,74,2800.905,49,340.537,26.420032096768722,143.8903848920969,stop,,290
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,11685,61,,61,2548.284,590,2241.378,23.93767727615917,263.2309231196166,stop,,228
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,26879,74,,74,3065.478,49,390.959,24.13979157573468,125.33283541240898,stop,,290
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,8045,47,,47,1917.585,52,225.786,24.509995645564604,230.30657348108386,stop,,156
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,9419,78,,78,3237.851,49,236.989,24.09005232174056,206.76065133824778,stop,,299
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,7830,38,,38,1549.857,31,138.04,24.51839105156153,224.57258765575196,stop,,131
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,22670,60,,60,2298.592,590,2940.295,26.10293605824783,200.66013784331165,stop,,226
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,7961,33,,33,1339.014,31,138.726,24.644999977595457,223.46207632311175,stop,,109
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,22015,66,,66,2500.509,49,337.586,26.39462605413538,145.14819927366656,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,10908,74,,74,3078.454,49,255.92,24.03803987326106,191.4660831509847,stop,,290
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,21766,79,,79,2997.263,49,336.9,26.35738004973204,145.4437518551499,stop,,305
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,26752,79,,79,3255.123,49,409.893,24.26943620870855,119.54339303184003,stop,,305
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,31738,79,,79,3539.174,49,445.269,22.321592552386516,110.04583746005224,stop,,305
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,28663,66,,66,2813.087,49,418.112,23.461769934594983,117.19347925914586,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,16907,74,,74,2543.169,49,275.282,29.097555058275717,177.999288002848,stop,,290
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,9545,40,,40,1638.279,49,240.6,24.415865673673412,203.65752285951788,stop,,138
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,20353,66,,66,2416.784,49,317.996,27.309018927632756,154.08998855331515,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,30325,66,,66,2909.025,49,432.591,22.68801402531776,113.27096495303878,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,10672,61,,61,2547.248,590,2129.495,23.947413051261595,277.0609933341004,stop,,228
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,15118,79,,79,3331.367,49,284.374,23.713988882041516,172.30829822698277,stop,,305
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,25994,60,,60,2434.991,590,3257.072,24.640748158822767,181.14429156002691,stop,,226
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,19995,61,,61,2226.674,590,2699.295,27.395119357391337,218.57559103395513,stop,,228
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,18691,66,,66,2356.999,49,306.925,28.001708952782757,159.6481225054981,stop,,262
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,11794,79,,79,3319.967,49,254.394,23.79541724360513,192.6146056903858,stop,,305
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,9774,73,,73,3040.66,190,713.055,24.007945643380058,266.45910904488437,stop,,277
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,25217,74,,74,2982.334,49,375.656,24.812780862237428,130.43848627467685,stop,,290
openhands-llama31-8b-instruct,openhands,Llama-3.1-8B-Instruct,git-leak-recovery,git-leak-recovery__KqsPNDC,local,30076,79,,79,3478.993,49,448.266,22.70772030872152,109.31009712982916,stop,,305
